example_id,agent,update_ms,read_ms,generation_ms,end_to_end_ms,model_loading_policy
6cb6f249,bounded_rag,235.06710000219755,9.820499995839782,232.97710000770167,477.864700005739,one shared preloaded model
46a3abf7,bounded_rag,256.60409999545664,8.459000004222617,260.2948000130709,525.3579000127502,one shared preloaded model
36b9f61e,bounded_rag,268.99530000810046,10.73940000787843,349.19530000479426,628.9300000207732,one shared preloaded model
28dc39ac,bounded_rag,212.15839999786112,8.418199999141507,247.14799999492243,467.72459999192506,one shared preloaded model
gpt4_2f8be40d,bounded_rag,257.99179999739863,10.600399997201748,317.0639000018127,585.6560999964131,one shared preloaded model
2e6d26dc,bounded_rag,275.21180000621825,10.189900000113994,110.02849999931641,395.43020000564866,one shared preloaded model
gpt4_15e38248,bounded_rag,253.55900000431575,10.722699997131713,330.70730000326876,594.9890000047162,one shared preloaded model
88432d0a,bounded_rag,252.56149999040645,10.476099996594712,129.7813999990467,392.81899998604786,one shared preloaded model
80ec1f4f,bounded_rag,253.63089999882504,12.269400001969188,309.0432999888435,574.9435999896377,one shared preloaded model
d23cf73b,bounded_rag,271.2325000029523,9.942500008037314,334.6375000110129,615.8125000220025,one shared preloaded model
gpt4_7fce9456,bounded_rag,252.70450000243727,8.801900010439567,325.8671000075992,587.3735000204761,one shared preloaded model
d682f1a2,bounded_rag,268.22270000411663,10.658700004569255,124.54960000468418,403.43100001337007,one shared preloaded model
7024f17c,bounded_rag,249.79309999616817,8.828000005451031,316.7322000081185,575.3533000097377,one shared preloaded model
gpt4_5501fe77,bounded_rag,250.0294999917969,8.44150000193622,248.3217999979388,506.7927999916719,one shared preloaded model
gpt4_2ba83207,bounded_rag,262.8410999896005,9.966199999325909,190.17229999008123,462.9795999790076,one shared preloaded model
2318644b,bounded_rag,276.98170000803657,10.700799990445375,318.74709999829065,606.4295999967726,one shared preloaded model
2ce6a0f2,bounded_rag,243.89860000519548,21.604399997158907,327.59809998970013,593.1010999920545,one shared preloaded model
gpt4_d12ceb0e,bounded_rag,242.88390000583604,13.388699997449294,303.83550000260584,560.1081000058912,one shared preloaded model
00ca467f,bounded_rag,271.2305000022752,11.901999998372048,283.2401000050595,566.3726000057068,one shared preloaded model
b3c15d39,bounded_rag,283.0857999942964,9.75349999498576,151.09430000302382,443.933599992306,one shared preloaded model
gpt4_31ff4165,bounded_rag,249.54920000163838,10.908500000368804,332.6910999894608,593.148799991468,one shared preloaded model
eeda8a6d,bounded_rag,275.67680001084227,8.087399997748435,337.1759000001475,620.9401000087382,one shared preloaded model
2788b940,bounded_rag,239.02809999708552,10.043700007372536,327.46870000846684,576.5405000129249,one shared preloaded model
60bf93ed,bounded_rag,277.6723000133643,10.606199997710064,320.8983999938937,609.176900004968,one shared preloaded model
9d25d4e0,bounded_rag,274.3683000007877,9.36599999840837,297.9053000017302,581.6396000009263,one shared preloaded model
129d1232,bounded_rag,246.79849999665748,10.489799999049865,309.68370000482537,566.9720000005327,one shared preloaded model
60472f9c,bounded_rag,239.00299999513663,9.822199994232506,138.32869999168906,387.1538999810582,one shared preloaded model
gpt4_194be4b3,bounded_rag,241.87050000182353,10.767100000521168,310.4983999946853,563.13599999703,one shared preloaded model
a9f6b44c,bounded_rag,253.45439999364316,8.754599999519996,129.76540000818204,391.9744000013452,one shared preloaded model
d851d5ba,bounded_rag,251.98729999829084,8.373499993467703,317.742500003078,578.1032999948366,one shared preloaded model
5a7937c8,bounded_rag,222.80220000538975,10.684099994250573,143.00089998869225,376.4871999883326,one shared preloaded model
gpt4_ab202e7f,bounded_rag,246.11760000698268,9.110100014368072,132.0832000055816,387.31090002693236,one shared preloaded model
gpt4_e05b82a6,bounded_rag,258.0451000103494,11.55359999393113,312.5353999930667,582.1340999973472,one shared preloaded model
gpt4_731e37d7,bounded_rag,273.2107000047108,13.98410000547301,331.06099998985883,618.2558000000427,one shared preloaded model
edced276,bounded_rag,247.43979999038856,10.496899994905107,319.5963999896776,577.5330999749713,one shared preloaded model
10d9b85a,bounded_rag,246.04849999013823,8.196800001314841,309.84309999621473,564.0883999876678,one shared preloaded model
e3038f8c,bounded_rag,250.94030000036582,10.544899996602908,312.25679999624845,573.7419999932172,one shared preloaded model
2b8f3739,bounded_rag,254.55300000612624,10.549200000241399,309.09200001042336,574.194200016791,one shared preloaded model
1a8a66a6,bounded_rag,281.3246000005165,9.486299997661263,189.04979999933857,479.86069999751635,one shared preloaded model
c2ac3c61,bounded_rag,279.76350000244565,8.325699993292801,312.69990000873804,600.7891000044765,one shared preloaded model
bf659f65,bounded_rag,251.13689999852795,11.237100014113821,319.18980000773445,581.5638000203762,one shared preloaded model
gpt4_372c3eed,bounded_rag,242.86230000143405,7.719399989582598,122.46369999775197,373.0453999887686,one shared preloaded model
gpt4_2f91af09,bounded_rag,266.67450000240933,10.857300003408454,202.63629998953547,480.16809999535326,one shared preloaded model
81507db6,bounded_rag,280.50169999187347,10.53269999101758,326.11419999739155,617.1485999802826,one shared preloaded model
88432d0a_abs,bounded_rag,274.0505999972811,9.741300003952347,298.6517000099411,582.4436000111746,one shared preloaded model
